fold,accuracy,auc,precision,recall
1,0.9523809523809523,0.9454545454545455,1.0,0.9
2,0.6190476190476191,0.8,0.5833333333333334,0.7
3,0.7,0.797979797979798,0.7142857142857143,0.5555555555555556
4,0.7,0.7373737373737373,0.6666666666666666,0.6666666666666666
5,0.7,0.86,0.8333333333333334,0.5
