fold,accuracy,auc,precision,recall
1,0.8571428571428571,0.9181818181818182,0.8888888888888888,0.8
2,0.6190476190476191,0.8363636363636364,0.6666666666666666,0.4
3,0.6,0.595959595959596,0.5555555555555556,0.5555555555555556
4,0.45,0.6565656565656566,0.375,0.3333333333333333
5,0.75,0.7,0.8571428571428571,0.6
