fold,accuracy,auc,precision,recall
1,0.6666666666666666,0.8090909090909091,1.0,0.3
2,0.7142857142857143,0.8909090909090909,0.8333333333333334,0.5
3,0.7,0.6666666666666666,0.7142857142857143,0.5555555555555556
4,0.6,0.6767676767676767,0.5714285714285714,0.4444444444444444
5,0.6,0.71,0.6666666666666666,0.4
