accuracy,auc,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall
0.5731707215309143,0.5846291780471802,0.6956756114959717,0.6666666865348816,0.15789473056793213,0.550000011920929,0.7549999952316284,0.6756854057312012,1.0,0.10000000149011612
0.5,0.49401915073394775,0.7150346040725708,0.4545454680919647,0.3947368562221527,0.75,0.7599999904632568,0.6705936193466187,0.692307710647583,0.8999999761581421
0.5975610017776489,0.6396530866622925,0.6722564697265625,0.5490196347236633,0.7368420958518982,0.550000011920929,0.7599999904632568,0.6743594408035278,0.5263158082962036,1.0
0.5731707215309143,0.7078348994255066,0.6589664816856384,0.5230769515037537,0.8947368264198303,0.699999988079071,0.7799999713897705,0.6695499420166016,0.625,1.0
0.5853658318519592,0.66297847032547,0.6630977392196655,0.5476190447807312,0.6052631735801697,0.75,0.7899999618530273,0.6671298742294312,0.7272727489471436,0.800000011920929
0.6829268336296082,0.7715311050415039,0.6272439956665039,0.6499999761581421,0.6842105388641357,0.75,0.7350000143051147,0.6664077639579773,0.7272727489471436,0.800000011920929
0.6097561120986938,0.7135167717933655,0.6367231011390686,0.5600000023841858,0.7368420958518982,0.75,0.7300000190734863,0.6622477769851685,0.7272727489471436,0.800000011920929
0.6829268336296082,0.7523923516273499,0.6181275844573975,0.6428571343421936,0.7105262875556946,0.75,0.7400000095367432,0.6579012274742126,0.7272727489471436,0.800000011920929
0.707317054271698,0.8175836801528931,0.6024191975593567,0.6458333134651184,0.8157894611358643,0.699999988079071,0.75,0.6522713899612427,0.75,0.6000000238418579
0.7560975551605225,0.8340311050415039,0.589828610420227,0.78125,0.6578947305679321,0.6000000238418579,0.7450000047683716,0.6488441228866577,0.6666666865348816,0.4000000059604645
0.7317073345184326,0.8382177352905273,0.5868562459945679,0.7352941036224365,0.6578947305679321,0.6499999761581421,0.7549999952316284,0.6475585699081421,0.800000011920929,0.4000000059604645
0.7195122241973877,0.8190789818763733,0.5754494071006775,0.7586206793785095,0.5789473652839661,0.6499999761581421,0.7600000500679016,0.6398744583129883,0.7142857313156128,0.5
0.7317073345184326,0.8340311050415039,0.5631624460220337,0.7105262875556946,0.7105262875556946,0.699999988079071,0.7699999809265137,0.6330318450927734,0.75,0.6000000238418579
0.7560975551605225,0.8624402284622192,0.5422537326812744,0.7647058963775635,0.6842105388641357,0.6499999761581421,0.8050000071525574,0.6253839731216431,0.7142857313156128,0.5
0.7682926654815674,0.907595694065094,0.5126931071281433,0.8064516186714172,0.6578947305679321,0.699999988079071,0.7950000166893005,0.6206364035606384,0.75,0.6000000238418579
0.8292682766914368,0.8956339359283447,0.5156505703926086,0.7857142686843872,0.8684210777282715,0.699999988079071,0.8050000071525574,0.6123993992805481,0.75,0.6000000238418579
0.8170731663703918,0.9360047578811646,0.4944792091846466,0.7948718070983887,0.8157894611358643,0.75,0.800000011920929,0.6035650968551636,0.7777777910232544,0.699999988079071
0.8292682766914368,0.8995214700698853,0.5042768716812134,0.7857142686843872,0.8684210777282715,0.6499999761581421,0.8500000238418579,0.5928655862808228,0.7142857313156128,0.5
0.8048780560493469,0.9019138216972351,0.48711246252059937,0.84375,0.7105262875556946,0.699999988079071,0.8699999451637268,0.5891218185424805,1.0,0.4000000059604645
0.8170731663703918,0.894138753414154,0.4780677258968353,0.8965517282485962,0.6842105388641357,0.699999988079071,0.8799999952316284,0.576567530632019,0.8333333134651184,0.5
0.8292682766914368,0.932117223739624,0.44700416922569275,0.800000011920929,0.8421052694320679,0.75,0.8899999856948853,0.5531243681907654,0.7777777910232544,0.699999988079071
0.8536585569381714,0.9240429997444153,0.44909343123435974,0.8095238208770752,0.8947368264198303,0.699999988079071,0.8899999856948853,0.5443723201751709,0.75,0.6000000238418579
0.8780487775802612,0.940191388130188,0.4153459668159485,0.8500000238418579,0.8947368264198303,0.699999988079071,0.8949999809265137,0.5645467638969421,1.0,0.4000000059604645
0.8414633870124817,0.9605262875556946,0.3970922529697418,0.9629629850387573,0.6842105388641357,0.6499999761581421,0.9049999713897705,0.5639378428459167,1.0,0.30000001192092896
0.8902438879013062,0.9638158082962036,0.3771324157714844,0.9677419066429138,0.7894737124443054,0.699999988079071,0.9099999666213989,0.5140601396560669,0.8333333134651184,0.5
0.9146341681480408,0.9751794338226318,0.35373422503471375,0.8974359035491943,0.9210526347160339,0.699999988079071,0.9100000262260437,0.484224408864975,0.75,0.6000000238418579
0.8902438879013062,0.9691985845565796,0.3463176488876343,0.8222222328186035,0.9736841917037964,0.75,0.9200000166893005,0.47205647826194763,0.7777777910232544,0.699999988079071
0.9268292784690857,0.9862440228462219,0.3158193826675415,0.8636363744735718,1.0,0.75,0.9200000166893005,0.46880072355270386,0.8571428656578064,0.6000000238418579
0.9390243887901306,0.9742822647094727,0.2884244918823242,0.9230769276618958,0.9473684430122375,0.75,0.9200000166893005,0.4903121590614319,1.0,0.5
0.9390243887901306,0.9757775068283081,0.3035053312778473,0.9714285731315613,0.8947368264198303,0.699999988079071,0.9200000166893005,0.5223432779312134,1.0,0.4000000059604645
