accuracy,auc,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall
0.5432098507881165,0.5960832834243774,0.6870595216751099,0.5161290168762207,0.42105263471603394,0.5714285969734192,0.718181848526001,0.6770932078361511,1.0,0.10000000149011612
0.604938268661499,0.5731334090232849,0.6929441094398499,0.6363636255264282,0.3684210479259491,0.6190476417541504,0.7727272510528564,0.6680189967155457,1.0,0.20000000298023224
0.4691357910633087,0.44277846813201904,0.7218035459518433,0.4324324429035187,0.42105263471603394,0.761904776096344,0.8181818127632141,0.6572355031967163,0.692307710647583,0.8999999761581421
0.6419752836227417,0.6634026765823364,0.6630250811576843,0.5957446694374084,0.7368420958518982,0.6666666865348816,0.8318182229995728,0.6451931595802307,0.6363636255264282,0.699999988079071
0.5555555820465088,0.607099175453186,0.6782452464103699,0.5249999761581421,0.5526315569877625,0.7142857313156128,0.8272727727890015,0.6351876258850098,0.75,0.6000000238418579
0.5925925970077515,0.6318849325180054,0.6745603680610657,0.5675675868988037,0.5526315569877625,0.6666666865348816,0.8454545140266418,0.6279119849205017,0.6666666865348816,0.6000000238418579
0.6172839403152466,0.6728885173797607,0.6559497117996216,0.6000000238418579,0.5526315569877625,0.761904776096344,0.8590909242630005,0.6196287274360657,0.8571428656578064,0.6000000238418579
0.6790123581886292,0.6756426095962524,0.6515050530433655,0.6764705777168274,0.6052631735801697,0.7142857313156128,0.8681817650794983,0.6110965609550476,1.0,0.4000000059604645
0.6913580298423767,0.7120562791824341,0.6463848352432251,0.6857143044471741,0.6315789222717285,0.7142857313156128,0.8909090757369995,0.5989843010902405,0.75,0.6000000238418579
0.7777777910232544,0.8237453699111938,0.5874781608581543,0.7631579041481018,0.7631579041481018,0.8095238208770752,0.9090909361839294,0.5883274674415588,1.0,0.6000000238418579
0.6913580298423767,0.7674418687820435,0.6235044002532959,0.7096773982048035,0.5789473652839661,0.7142857313156128,0.9227272272109985,0.5794470906257629,1.0,0.4000000059604645
0.7283950448036194,0.813341498374939,0.6089364886283875,0.8636363744735718,0.5,0.7142857313156128,0.9318181872367859,0.5700811743736267,1.0,0.4000000059604645
0.6419752836227417,0.7888616919517517,0.6208401918411255,0.7142857313156128,0.3947368562221527,0.7142857313156128,0.9272726774215698,0.5564299821853638,1.0,0.4000000059604645
0.7530864477157593,0.8641371130943298,0.5661422610282898,0.9090909361839294,0.5263158082962036,0.8095238208770752,0.9363636374473572,0.5351971387863159,1.0,0.6000000238418579
0.7777777910232544,0.9026927947998047,0.5222970247268677,0.7777777910232544,0.7368420958518982,0.8571428656578064,0.9272727966308594,0.518943727016449,0.8181818127632141,0.8999999761581421
0.790123462677002,0.8616891503334045,0.5322074890136719,0.7333333492279053,0.8684210777282715,0.8571428656578064,0.9363635778427124,0.5009590983390808,0.8181818127632141,0.8999999761581421
0.790123462677002,0.872399091720581,0.508036196231842,0.7441860437393188,0.8421052694320679,0.8095238208770752,0.9409090876579285,0.4836130738258362,0.875,0.699999988079071
0.8395061492919922,0.8806609511375427,0.49641546607017517,0.837837815284729,0.8157894611358643,0.761904776096344,0.9500000476837158,0.4715913236141205,0.8571428656578064,0.6000000238418579
0.8148148059844971,0.8815789222717285,0.5125554203987122,0.8108108043670654,0.7894737124443054,0.9047619104385376,0.9545454382896423,0.4556453227996826,0.8999999761581421,0.8999999761581421
0.8148148059844971,0.8846388459205627,0.47823113203048706,0.8108108043670654,0.7894737124443054,0.9047619104385376,0.9545454978942871,0.4418397545814514,0.8999999761581421,0.8999999761581421
0.8271604776382446,0.9026927947998047,0.4500373899936676,0.7857142686843872,0.8684210777282715,0.9047619104385376,0.9636363387107849,0.42934080958366394,0.8999999761581421,0.8999999761581421
0.8395061492919922,0.9228886365890503,0.4422816038131714,0.837837815284729,0.8157894611358643,0.9047619104385376,0.9727272391319275,0.4098384976387024,0.8999999761581421,0.8999999761581421
0.8765432238578796,0.9308445453643799,0.4102778434753418,0.8888888955116272,0.8421052694320679,0.9047619104385376,0.9818181991577148,0.3966657221317291,0.8999999761581421,0.8999999761581421
0.8765432238578796,0.9345165491104126,0.39597904682159424,0.8333333134651184,0.9210526347160339,0.9047619104385376,0.9909090995788574,0.3819744884967804,0.8999999761581421,0.8999999761581421
0.8518518805503845,0.9378824234008789,0.4089515507221222,0.8095238208770752,0.8947368264198303,0.9047619104385376,0.9909090995788574,0.3652791976928711,0.8999999761581421,0.8999999761581421
0.8518518805503845,0.933598518371582,0.3717677593231201,0.824999988079071,0.8684210777282715,0.9047619104385376,0.9909090995788574,0.3472798764705658,0.8999999761581421,0.8999999761581421
0.9135802388191223,0.955630362033844,0.3475923240184784,0.9428571462631226,0.8684210777282715,0.9047619104385376,0.9909090995788574,0.3333240747451782,0.8999999761581421,0.8999999761581421
0.9259259104728699,0.971542239189148,0.3040410876274109,0.9210526347160339,0.9210526347160339,0.9047619104385376,0.9909090995788574,0.32113945484161377,0.8999999761581421,0.8999999761581421
0.9012345671653748,0.9541003704071045,0.32019686698913574,0.8571428656578064,0.9473684430122375,0.9523809552192688,0.9909090995788574,0.322968453168869,0.9090909361839294,1.0
0.8765432238578796,0.9522643685340881,0.3184279799461365,0.8181818127632141,0.9473684430122375,0.9523809552192688,0.9909090995788574,0.3018701672554016,0.9090909361839294,1.0
