fold,accuracy,auc,precision,recall
1,0.7142857142857143,0.7727272727272727,0.6666666666666666,0.8
2,0.8571428571428571,0.9454545454545454,0.7692307692307693,1.0
3,0.65,0.7272727272727273,0.6,0.6666666666666666
4,0.45,0.6262626262626263,0.42857142857142855,0.6666666666666666
5,0.8,0.9,0.75,0.9
