fold,accuracy,auc,precision,recall
1,0.8095238095238095,0.7454545454545455,0.875,0.7
2,0.6666666666666666,0.8181818181818181,0.6363636363636364,0.7
3,0.75,0.7979797979797979,0.8333333333333334,0.5555555555555556
4,0.8,0.797979797979798,0.8571428571428571,0.6666666666666666
5,0.45,0.72,0.0,0.0
