fold,accuracy,auc,precision,recall
1,0.9117647058823529,0.9722222222222222,0.8823529411764706,0.9375
2,0.5,0.7222222222222222,0.48148148148148145,0.8125
3,0.7647058823529411,0.9027777777777778,0.7222222222222222,0.8125
