fold,accuracy,auc,precision,recall
1,0.7619047619047619,0.8363636363636363,0.7777777777777778,0.7
2,0.8571428571428571,0.9272727272727272,1.0,0.7
3,0.55,0.6868686868686869,0.5,0.3333333333333333
4,0.7,0.7070707070707071,0.8,0.4444444444444444
5,0.85,0.9299999999999999,1.0,0.7
